,Segment,Country,Product,Discount Band,Units Sold,Sale Price,Gross Sales,Discounts,Net Sales,COGS,Order Date,Shipping Cost,Taxes,Category,Region,Shipping Method,Payment Method,Customer Segment,Order Priority,Promotion,Return Status,Order Channel,Region Manager,Marketing Source
631,Enterprise,Mexico,Carretera,High,2821,125,352625,49367.5,303257.5,338520,2013-12-01 Enterprise Mexico Carretera,14105,45488.625,Category1,West,Priority,Credit Card,Retail,Medium,Summer Sale,,In-Store,Manager2,Social Media
632,Government,Canada,Montana,High,2227.5,350,779625,109147.5,670477.5,579150,2014-01-01 Government Canada Montana,11137.5,100571.625,Category3,East,Express,Cash,Retail,Medium,Flash Sale,,In-Store,Manager1,
633,Government,Germany,Montana,High,1199,350,419650,58751,360899,311740,2014-04-01 Government Germany Montana,5995,54134.85,Category1,North,Standard,Cash,Retail,High,Holiday Discount,Returned,In-Store,Manager1,TV Ads
634,Government,Canada,Montana,High,200,350,70000,9800,60200,52000,2014-05-01 Government Canada Montana,1000,9030,Category2,East,Express,Credit Card,Wholesale,Medium,Summer Sale,Returned,Phone,Manager3,TV Ads
635,Government,Canada,Montana,High,388,7,2716,380.24,2335.76,1940,2014-09-01 Government Canada Montana,1940,350.364,Category1,North,Priority,Cash,Wholesale,High,Flash Sale,Not Returned,Phone,Manager3,
636,Government,Mexico,Montana,High,1727,7,12089,1692.46,10396.54,8635,2013-10-01 Government Mexico Montana,8635,1559.481,,West,Standard,Credit Card,Wholesale,High,Flash Sale,Not Returned,Online,Manager1,
637,Midmarket,Canada,Montana,High,2300,15,34500,4830,29670,23000,2014-12-01 Midmarket Canada Montana,11500,4450.5,,South,Standard,Credit Card,Wholesale,Medium,Summer Sale,,Phone,Manager2,
638,Government,Mexico,Paseo,High,260,20,5200,728,4472,2600,2014-02-01 Government Mexico Paseo,1300,670.8,,West,Standard,Cash,Retail,Medium,Summer Sale,,In-Store,Manager3,Email Campaign
639,Midmarket,Canada,Paseo,High,2470,15,37050,5187,31863,24700,2013-09-01 Midmarket Canada Paseo,12350,4779.45,Category2,North,Standard,Cash,Wholesale,Medium,Summer Sale,,Online,Manager1,Social Media
640,Midmarket,Canada,Paseo,High,1743,15,26145,3660.3,22484.7,17430,2013-10-01 Midmarket Canada Paseo,8715,3372.705,Category1,East,Standard,Cash,Retail,High,Flash Sale,Returned,In-Store,Manager1,TV Ads
641,Channel Partners,United States of America,Paseo,High,2914,12,34968,4895.52,30072.48,8742,2014-10-01 Channel Partners United States of America Paseo,14570,4510.872,,West,Standard,Credit Card,Wholesale,Medium,Holiday Discount,Not Returned,Phone,Manager3,
642,Government,France,Paseo,High,1731,7,12117,1696.38,10420.62,8655,2014-10-01 Government France Paseo,8655,1563.093,Category1,West,Priority,Cash,Retail,Low,Flash Sale,Returned,Online,Manager1,
643,Government,Canada,Paseo,High,700,350,245000,34300,210700,182000,2014-11-01 Government Canada Paseo,3500,31605,Category3,East,Priority,PayPal,Retail,Low,Summer Sale,,Phone,Manager1,TV Ads
644,Channel Partners,Canada,Paseo,High,2222,12,26664,3732.96,22931.04,6666,2013-11-01 Channel Partners Canada Paseo,11110,3439.656,Category1,East,Express,Credit Card,Retail,High,Summer Sale,Returned,In-Store,Manager3,TV Ads
645,Government,United States of America,Paseo,High,1177,350,411950,57673,354277,306020,2014-11-01 Government United States of America Paseo,5885,53141.55,Category1,West,Standard,Credit Card,Wholesale,Medium,Summer Sale,Returned,In-Store,Manager3,Email Campaign
646,Government,France,Paseo,High,1922,350,672700,94178,578522,499720,2013-11-01 Government France Paseo,9610,86778.3,Category1,West,Standard,PayPal,Wholesale,Low,Summer Sale,Returned,Online,Manager1,Email Campaign
647,Enterprise,Mexico,Velo,High,1575,125,196875,27562.5,169312.5,189000,2014-02-01 Enterprise Mexico Velo,7875,25396.875,Category1,West,Express,PayPal,Retail,Low,Holiday Discount,Not Returned,Online,Manager3,Social Media
648,Government,United States of America,Velo,High,606,20,12120,1696.8,10423.2,6060,2014-04-01 Government United States of America Velo,3030,1563.48,Category2,South,Express,Credit Card,Retail,Medium,Holiday Discount,Not Returned,In-Store,Manager3,Social Media
649,Small Business,United States of America,Velo,High,2460,300,738000,103320,634680,615000,2014-07-01 Small Business United States of America Velo,12300,95202,Category2,West,Priority,PayPal,Wholesale,High,Summer Sale,,Online,Manager1,Social Media
650,Small Business,Canada,Velo,High,269,300,80700,11298,69402,67250,2013-10-01 Small Business Canada Velo,1345,10410.3,Category3,East,Standard,PayPal,Wholesale,Medium,Flash Sale,,Phone,Manager3,Social Media
651,Small Business,Germany,Velo,High,2536,300,760800,106512,654288,634000,2013-11-01 Small Business Germany Velo,12680,98143.2,Category1,West,Priority,Credit Card,Retail,Medium,Holiday Discount,Not Returned,Online,Manager1,TV Ads
652,Government,Mexico,VTT,High,2903,7,20321,2844.94,17476.06,14515,2014-03-01 Government Mexico VTT,14515,2621.409,Category2,North,Express,Credit Card,Wholesale,High,Flash Sale,Not Returned,Online,Manager1,TV Ads
653,Small Business,United States of America,VTT,High,2541,300,762300,106722,655578,635250,2014-08-01 Small Business United States of America VTT,12705,98336.7,Category2,West,Express,Cash,Retail,Medium,Holiday Discount,,Online,Manager3,TV Ads
654,Small Business,Canada,VTT,High,269,300,80700,11298,69402,67250,2013-10-01 Small Business Canada VTT,1345,10410.3,Category3,East,Priority,Cash,Retail,Medium,,Not Returned,Phone,Manager2,Social Media
655,Small Business,Canada,VTT,High,1496,300,448800,62832,385968,374000,2014-10-01 Small Business Canada VTT,7480,57895.2,Category3,South,Standard,Cash,Wholesale,Medium,Flash Sale,Returned,In-Store,Manager1,Social Media
656,Small Business,United States of America,VTT,High,1010,300,303000,42420,260580,252500,2014-10-01 Small Business United States of America VTT,5050,39087,Category1,North,Priority,Cash,Wholesale,Low,Flash Sale,Not Returned,In-Store,Manager2,TV Ads
657,Government,France,VTT,High,1281,350,448350,62769,385581,333060,2013-12-01 Government France VTT,6405,57837.15,Category1,North,Priority,Credit Card,Retail,Medium,Flash Sale,Returned,Online,Manager1,
658,Small Business,Canada,Amarilla,High,888,300,266400,37296,229104,222000,2014-03-01 Small Business Canada Amarilla,4440,34365.6,Category2,North,Standard,Credit Card,Retail,Medium,Summer Sale,,Phone,Manager1,Email Campaign
659,Enterprise,United States of America,Amarilla,High,2844,125,355500,49770,305730,341280,2014-05-01 Enterprise United States of America Amarilla,14220,45859.5,Category1,West,Express,Credit Card,Wholesale,Low,,Returned,Phone,Manager2,TV Ads
660,Channel Partners,France,Amarilla,High,2475,12,29700,4158,25542,7425,2014-08-01 Channel Partners France Amarilla,12375,3831.3,Category3,East,Priority,Credit Card,Retail,Medium,Flash Sale,,Online,Manager3,TV Ads
661,Midmarket,Canada,Amarilla,High,1743,15,26145,3660.3,22484.7,17430,2013-10-01 Midmarket Canada Amarilla,8715,3372.705,Category2,East,Priority,Cash,Retail,Low,Flash Sale,Not Returned,Phone,Manager1,Social Media
662,Channel Partners,United States of America,Amarilla,High,2914,12,34968,4895.52,30072.48,8742,2014-10-01 Channel Partners United States of America Amarilla,14570,4510.872,,North,Priority,Cash,Retail,Low,Holiday Discount,Not Returned,Phone,Manager1,Email Campaign
663,Government,France,Amarilla,High,1731,7,12117,1696.38,10420.62,8655,2014-10-01 Government France Amarilla,8655,1563.093,Category1,South,Standard,PayPal,Wholesale,Medium,Holiday Discount,Returned,In-Store,Manager2,
664,Government,Mexico,Amarilla,High,1727,7,12089,1692.46,10396.54,8635,2013-10-01 Government Mexico Amarilla,8635,1559.481,Category2,East,Priority,Credit Card,Wholesale,Medium,,,Phone,Manager1,Social Media
665,Midmarket,Mexico,Amarilla,High,1870,15,28050,3927,24123,18700,2013-11-01 Midmarket Mexico Amarilla,9350,3618.45,Category1,North,Standard,Cash,Retail,High,Holiday Discount,Returned,In-Store,Manager2,TV Ads
666,Enterprise,France,Carretera,High,1174,125,146750,22012.5,124737.5,140880,2014-08-01 Enterprise France Carretera,5870,18710.625,,North,Priority,PayPal,Retail,High,Flash Sale,Returned,In-Store,Manager1,Social Media
667,Enterprise,Germany,Carretera,High,2767,125,345875,51881.25,293993.75,332040,2014-08-01 Enterprise Germany Carretera,13835,44099.0625,Category1,West,Priority,Cash,Wholesale,Medium,Flash Sale,,In-Store,Manager2,Social Media
668,Enterprise,Germany,Carretera,High,1085,125,135625,20343.75,115281.25,130200,2014-10-01 Enterprise Germany Carretera,5425,17292.1875,Category3,East,Express,Credit Card,Retail,Medium,Holiday Discount,Not Returned,Phone,Manager2,TV Ads
669,Small Business,Mexico,Montana,High,546,300,163800,24570,139230,136500,2014-10-01 Small Business Mexico Montana,2730,20884.5,Category1,West,Express,Cash,Retail,High,Holiday Discount,Not Returned,In-Store,Manager3,
670,Government,Germany,Paseo,High,1158,20,23160,3474,19686,11580,2014-03-01 Government Germany Paseo,5790,2952.9,Category1,South,Express,PayPal,Retail,Medium,,,In-Store,Manager3,
671,Midmarket,Canada,Paseo,High,1614,15,24210,3631.5,20578.5,16140,2014-04-01 Midmarket Canada Paseo,8070,3086.775,Category2,West,Priority,PayPal,Wholesale,Medium,Summer Sale,Returned,Phone,Manager2,Social Media
672,Government,Mexico,Paseo,High,2535,7,17745,2661.75,15083.25,12675,2014-04-01 Government Mexico Paseo,12675,2262.4875,Category3,West,Priority,PayPal,Wholesale,High,,,Phone,Manager3,TV Ads
673,Government,Mexico,Paseo,High,2851,350,997850,149677.5,848172.5,741260,2014-05-01 Government Mexico Paseo,14255,127225.875,Category2,North,Priority,Credit Card,Wholesale,Medium,,Not Returned,In-Store,Manager3,TV Ads
674,Midmarket,Canada,Paseo,High,2559,15,38385,5757.75,32627.25,25590,2014-08-01 Midmarket Canada Paseo,12795,4894.0875,Category2,North,Express,PayPal,Wholesale,Low,Summer Sale,Returned,Phone,Manager3,TV Ads
675,Government,United States of America,Paseo,High,267,20,5340,801,4539,2670,2013-10-01 Government United States of America Paseo,1335,680.85,,East,Standard,Credit Card,Retail,High,Holiday Discount,Returned,In-Store,Manager1,TV Ads
676,Enterprise,Germany,Paseo,High,1085,125,135625,20343.75,115281.25,130200,2014-10-01 Enterprise Germany Paseo,5425,17292.1875,Category3,East,Express,PayPal,Wholesale,Low,Flash Sale,Not Returned,Phone,Manager3,Social Media
677,Midmarket,Germany,Paseo,High,1175,15,17625,2643.75,14981.25,11750,2014-10-01 Midmarket Germany Paseo,5875,2247.1875,Category1,East,Standard,Cash,Retail,Medium,Summer Sale,,Online,Manager2,Social Media
678,Government,United States of America,Paseo,High,2007,350,702450,105367.5,597082.5,521820,2013-11-01 Government United States of America Paseo,10035,89562.375,Category1,South,Express,PayPal,Retail,Low,Flash Sale,Returned,Phone,Manager1,
679,Government,Mexico,Paseo,High,2151,350,752850,112927.5,639922.5,559260,2013-11-01 Government Mexico Paseo,10755,95988.375,Category3,West,Express,Cash,Wholesale,Low,Flash Sale,Returned,In-Store,Manager1,Social Media
680,Channel Partners,United States of America,Paseo,High,914,12,10968,1645.2,9322.8,2742,2014-12-01 Channel Partners United States of America Paseo,4570,1398.42,Category1,East,Express,PayPal,Wholesale,High,,Returned,In-Store,Manager1,Email Campaign
681,Government,France,Paseo,High,293,20,5860,879,4981,2930,2014-12-01 Government France Paseo,1465,747.15,Category3,North,Express,PayPal,Retail,Medium,Summer Sale,,In-Store,Manager1,Social Media
682,Channel Partners,Mexico,Velo,High,500,12,6000,900,5100,1500,2014-03-01 Channel Partners Mexico Velo,2500,765,,West,Standard,PayPal,Wholesale,High,Summer Sale,,Online,Manager2,
683,Midmarket,France,Velo,High,2826,15,42390,6358.5,36031.5,28260,2014-05-01 Midmarket France Velo,14130,5404.725,Category1,South,Priority,PayPal,Retail,Low,Summer Sale,Returned,Online,Manager1,TV Ads
684,Enterprise,France,Velo,High,663,125,82875,12431.25,70443.75,79560,2014-09-01 Enterprise France Velo,3315,10566.5625,Category1,North,Express,Cash,Wholesale,Low,Summer Sale,Returned,Phone,Manager1,Social Media
685,Small Business,United States of America,Velo,High,2574,300,772200,115830,656370,643500,2013-11-01 Small Business United States of America Velo,12870,98455.5,Category1,South,Priority,Cash,Wholesale,High,Summer Sale,,Phone,Manager1,Social Media
686,Enterprise,United States of America,Velo,High,2438,125,304750,45712.5,259037.5,292560,2013-12-01 Enterprise United States of America Velo,12190,38855.625,,North,Standard,Cash,Wholesale,Low,Holiday Discount,Returned,Online,Manager3,TV Ads
687,Channel Partners,United States of America,Velo,High,914,12,10968,1645.2,9322.8,2742,2014-12-01 Channel Partners United States of America Velo,4570,1398.42,,North,Express,Credit Card,Retail,High,Flash Sale,Not Returned,In-Store,Manager2,TV Ads
688,Government,Canada,VTT,High,865.5,20,17310,2596.5,14713.5,8655,2014-07-01 Government Canada VTT,4327.5,2207.025,Category3,South,Standard,Cash,Retail,Low,Flash Sale,Not Returned,Phone,Manager1,Email Campaign
689,Midmarket,Germany,VTT,High,492,15,7380,1107,6273,4920,2014-07-01 Midmarket Germany VTT,2460,940.95,Category1,East,Priority,Cash,Wholesale,High,Flash Sale,Not Returned,In-Store,Manager1,
690,Government,United States of America,VTT,High,267,20,5340,801,4539,2670,2013-10-01 Government United States of America VTT,1335,680.85,Category2,East,Express,Credit Card,Retail,Medium,Flash Sale,Not Returned,In-Store,Manager2,
691,Midmarket,Germany,VTT,High,1175,15,17625,2643.75,14981.25,11750,2014-10-01 Midmarket Germany VTT,5875,2247.1875,,South,Priority,PayPal,Retail,Low,Summer Sale,,Phone,Manager2,TV Ads
692,Enterprise,Canada,VTT,High,2954,125,369250,55387.5,313862.5,354480,2013-11-01 Enterprise Canada VTT,14770,47079.375,,West,Standard,Cash,Wholesale,Low,,,In-Store,Manager2,
693,Enterprise,Germany,VTT,High,552,125,69000,10350,58650,66240,2014-11-01 Enterprise Germany VTT,2760,8797.5,Category1,South,Express,Credit Card,Retail,Medium,Flash Sale,Not Returned,In-Store,Manager3,TV Ads
694,Government,France,VTT,High,293,20,5860,879,4981,2930,2014-12-01 Government France VTT,1465,747.15,Category3,South,Priority,Credit Card,Wholesale,Medium,Holiday Discount,Not Returned,Online,Manager2,Social Media
695,Small Business,France,Amarilla,High,2475,300,742500,111375,631125,618750,2014-03-01 Small Business France Amarilla,12375,94668.75,Category3,North,Priority,Cash,Retail,High,Summer Sale,Returned,Phone,Manager3,
696,Small Business,Mexico,Amarilla,High,546,300,163800,24570,139230,136500,2014-10-01 Small Business Mexico Amarilla,2730,20884.5,Category1,East,Priority,Cash,Retail,Medium,Flash Sale,Not Returned,In-Store,Manager3,
697,Government,Mexico,Montana,High,1368,7,9576,1436.4,8139.6,6840,2014-02-01 Government Mexico Montana,6840,1220.94,Category3,North,Standard,Credit Card,Wholesale,Low,Flash Sale,,Phone,Manager3,Email Campaign
698,Government,Canada,Paseo,High,723,7,5061,759.15,4301.85,3615,2014-04-01 Government Canada Paseo,3615,645.2775,,South,Express,Credit Card,Retail,High,Holiday Discount,Returned,Online,Manager1,
699,Channel Partners,United States of America,VTT,High,1806,12,21672,3250.8,18421.2,5418,2014-05-01 Channel Partners United States of America VTT,9030,2763.18,Category1,East,Express,Cash,Wholesale,High,Holiday Discount,Not Returned,Phone,Manager3,
